rep,host,t,delay_sec
1,5,11000.0,0.003076294238
1,5,12000.0,
1,5,13000.0,0.002735745377
1,5,14000.0,0.002735745377
1,5,15000.0,0.002735745377
1,5,16000.0,
1,5,17000.0,0.002855192167
1,5,18000.0,0.002855192167
1,5,19000.0,0.002855192167
1,5,20000.0,
1,5,21000.0,
1,5,22000.0,0.002954756995
1,5,23000.0,0.002954756995
1,5,24000.0,0.002954756995
1,5,25000.0,0.002754584242
1,5,26000.0,0.002754584242
1,5,27000.0,0.002754584242
1,5,28000.0,
1,5,29000.0,0.002714561342
1,5,30000.0,0.002714561342
1,5,31000.0,0.002714561342
1,5,32000.0,
1,5,33000.0,0.00287472735
1,5,34000.0,0.00287472735
1,5,35000.0,0.00287472735
1,5,36000.0,
1,5,37000.0,
1,5,38000.0,0.002775151962
1,5,39000.0,0.002775151962
1,5,40000.0,0.002775151962
1,5,41000.0,
1,5,42000.0,
1,5,43000.0,0.002275712951
1,5,44000.0,0.002275712951
1,5,45000.0,0.002275712951
1,5,46000.0,0.002176249453
1,5,47000.0,0.002176249453
1,5,48000.0,0.002176249453
1,5,49000.0,
1,5,50000.0,
1,6,5000.0,
1,6,6000.0,0.023307346021
1,6,7000.0,0.023307346021
1,6,8000.0,0.023307346021
1,6,9000.0,
1,6,10000.0,0.003557658768
1,6,11000.0,0.003557658768
1,6,12000.0,0.003557658768
1,6,13000.0,0.00311730203
1,6,14000.0,0.00311730203
1,6,15000.0,0.00311730203
1,6,16000.0,
1,6,17000.0,
1,6,18000.0,0.002576816852
1,6,19000.0,0.002576816852
1,6,20000.0,0.002576816852
1,6,21000.0,0.002676519166
1,6,22000.0,0.002676519166
1,6,23000.0,0.002676519166
1,6,24000.0,
1,6,25000.0,
1,6,26000.0,0.009382160514
1,6,27000.0,0.009382160514
1,6,28000.0,0.009382160514
1,6,29000.0,
1,6,30000.0,0.003235750268
1,6,31000.0,0.003235750268
1,6,32000.0,0.003235750268
1,6,33000.0,
1,6,34000.0,0.002455520281
1,6,35000.0,0.002455520281
1,6,36000.0,0.002455520281
1,6,37000.0,
1,6,38000.0,0.003255326929
1,6,39000.0,0.003255326929
1,6,40000.0,0.003255326929
1,6,41000.0,0.002795206388
1,6,42000.0,0.002795206388
1,6,43000.0,0.002795206388
1,6,44000.0,
1,6,45000.0,0.003275151844
1,6,46000.0,0.003275151844
1,6,47000.0,0.003275151844
1,6,48000.0,
1,6,49000.0,0.004573791772
1,6,50000.0,0.004573791772
1,7,5000.0,
1,7,6000.0,
1,7,7000.0,
1,7,8000.0,
1,7,9000.0,
1,7,10000.0,
1,7,11000.0,
1,7,12000.0,
1,7,13000.0,
1,7,14000.0,
1,7,15000.0,
1,7,16000.0,
1,7,17000.0,
1,7,18000.0,
1,7,19000.0,
1,7,20000.0,
1,7,21000.0,
1,7,22000.0,
1,7,23000.0,
1,7,24000.0,
1,7,25000.0,
1,7,26000.0,
1,7,27000.0,
1,7,28000.0,
1,7,29000.0,
1,7,30000.0,
1,7,31000.0,
1,7,32000.0,
1,7,33000.0,
1,7,34000.0,
1,7,35000.0,
1,7,36000.0,
1,7,37000.0,0.020827550842
1,7,38000.0,0.020827550842
1,7,39000.0,0.020827550842
1,7,40000.0,
1,7,41000.0,
1,7,42000.0,
1,7,43000.0,
1,7,44000.0,0.009280133614
1,7,45000.0,0.009280133614
1,7,46000.0,0.009280133614
1,7,47000.0,
1,7,48000.0,0.006835923075
1,7,49000.0,0.006835923075
1,7,50000.0,0.006835923075
1,8,5000.0,
1,8,6000.0,
1,8,7000.0,
1,8,8000.0,
1,8,9000.0,
1,8,10000.0,
1,8,11000.0,
1,8,12000.0,
1,8,13000.0,
1,8,14000.0,
1,8,15000.0,
1,8,16000.0,
1,8,17000.0,
1,8,18000.0,
1,8,19000.0,
1,8,20000.0,
1,8,21000.0,
1,8,22000.0,
1,8,23000.0,
1,8,24000.0,
1,8,25000.0,
1,8,26000.0,
1,8,27000.0,
1,8,28000.0,
1,8,29000.0,
1,8,30000.0,0.014706228596
1,8,31000.0,0.014706228596
1,8,32000.0,0.014706228596
1,8,33000.0,
1,8,34000.0,
1,8,35000.0,0.007719503703
1,8,36000.0,0.007719503703
1,8,37000.0,0.007719503703
1,8,38000.0,0.010286340087
1,8,39000.0,0.010286340087
1,8,40000.0,0.010286340087
1,8,41000.0,
1,8,42000.0,
1,8,43000.0,0.005469069821
1,8,44000.0,0.005469069821
1,8,45000.0,0.005469069821
1,8,46000.0,
1,8,47000.0,0.004873685682
1,8,48000.0,0.004873685682
1,8,49000.0,0.004873685682
1,8,50000.0,
1,9,5000.0,
1,9,6000.0,
1,9,7000.0,
1,9,8000.0,
1,9,9000.0,
1,9,10000.0,
1,9,11000.0,
1,9,12000.0,
1,9,13000.0,
1,9,14000.0,
1,9,15000.0,
1,9,16000.0,
1,9,17000.0,
1,9,18000.0,
1,9,19000.0,
1,9,20000.0,
1,9,21000.0,
1,9,22000.0,
1,9,23000.0,0.014625819479
1,9,24000.0,0.014625819479
1,9,25000.0,0.014625819479
1,9,26000.0,0.007708852574
1,9,27000.0,0.007708852574
1,9,28000.0,0.007708852574
1,9,29000.0,
1,9,30000.0,0.004390431713
1,9,31000.0,0.004390431713
1,9,32000.0,0.004390431713
1,9,33000.0,
1,9,34000.0,0.004394863783
1,9,35000.0,0.004394863783
1,9,36000.0,0.004394863783
1,9,37000.0,
1,9,38000.0,0.005174184397
1,9,39000.0,0.005174184397
1,9,40000.0,0.005174184397
1,9,41000.0,
1,9,42000.0,0.004577209181
1,9,43000.0,0.004577209181
1,9,44000.0,0.004577209181
1,9,45000.0,
1,9,46000.0,
1,9,47000.0,0.003738006367
1,9,48000.0,0.003738006367
1,9,49000.0,0.003738006367
1,9,50000.0,
2,0,5000.0,0.0
2,0,6000.0,0.0
2,0,7000.0,0.0
2,0,8000.0,0.0
2,0,9000.0,0.0
2,0,10000.0,0.0
2,0,11000.0,
2,0,12000.0,0.0
2,0,13000.0,0.0
2,0,14000.0,0.0
2,0,15000.0,
2,0,16000.0,0.0
2,0,17000.0,0.0
2,0,18000.0,0.0
2,0,19000.0,
2,0,20000.0,
2,0,21000.0,0.0
2,0,22000.0,0.0
2,0,23000.0,0.0
2,0,24000.0,0.0
2,0,25000.0,0.0
2,0,26000.0,0.0
2,0,27000.0,
2,0,28000.0,0.0
2,0,29000.0,0.0
2,0,30000.0,0.0
2,0,31000.0,0.0
2,0,32000.0,0.0
2,0,33000.0,0.0
2,0,34000.0,
2,0,35000.0,0.0
2,0,36000.0,0.0
2,0,37000.0,0.0
2,0,38000.0,
2,0,39000.0,0.0
2,0,40000.0,0.0
2,0,41000.0,0.0
2,0,42000.0,
2,0,43000.0,
2,0,44000.0,0.0
2,0,45000.0,0.0
2,0,46000.0,0.0
2,0,47000.0,
2,0,48000.0,0.0
2,0,49000.0,0.0
2,0,50000.0,0.0
2,1,5000.0,0.002758745895
2,1,6000.0,0.002758745895
2,1,7000.0,0.002758745895
2,1,8000.0,0.002778661581
2,1,9000.0,0.002778661581
2,1,10000.0,0.002778661581
2,1,11000.0,0.003198578789
2,1,12000.0,0.003198578789
2,1,13000.0,0.003198578789
2,1,14000.0,
2,1,15000.0,
2,1,16000.0,0.003198450771
2,1,17000.0,0.003198450771
2,1,18000.0,0.003198450771
2,1,19000.0,
2,1,20000.0,
2,1,21000.0,0.003438328005
2,1,22000.0,0.003438328005
2,1,23000.0,0.003438328005
2,1,24000.0,
2,1,25000.0,0.002398229215
2,1,26000.0,0.002398229215
2,1,27000.0,0.002398229215
2,1,28000.0,0.003278154184
2,1,29000.0,0.003278154184
2,1,30000.0,0.003278154184
2,1,31000.0,0.003138078095
2,1,32000.0,0.003138078095
2,1,33000.0,0.003138078095
2,1,34000.0,
2,1,35000.0,0.002597970128
2,1,36000.0,0.002597970128
2,1,37000.0,0.002597970128
2,1,38000.0,
2,1,39000.0,
2,1,40000.0,0.003437860606
2,1,41000.0,0.003437860606
2,1,42000.0,0.003437860606
2,1,43000.0,
2,1,44000.0,0.003017785183
2,1,45000.0,0.003017785183
2,1,46000.0,0.003017785183
2,1,47000.0,
2,1,48000.0,0.003257695279
2,1,49000.0,0.003257695279
2,1,50000.0,0.003257695279
2,2,5000.0,
2,2,6000.0,0.018858992411
2,2,7000.0,0.018858992411
2,2,8000.0,0.018858992411
2,2,9000.0,
2,2,10000.0,
2,2,11000.0,0.005501655396
2,2,12000.0,0.005501655396
2,2,13000.0,0.005501655396
2,2,14000.0,0.00337143715
2,2,15000.0,0.00337143715
2,2,16000.0,0.00337143715
2,2,17000.0,0.002918773994
2,2,18000.0,0.002918773994
2,2,19000.0,0.002918773994
2,2,20000.0,
2,2,21000.0,0.004414270851
2,2,22000.0,0.004414270851
2,2,23000.0,0.004414270851
2,2,24000.0,
2,2,25000.0,
2,2,26000.0,0.003116392149
2,2,27000.0,0.003116392149
2,2,28000.0,0.003116392149
2,2,29000.0,
2,2,30000.0,0.002935543761
2,2,31000.0,0.002935543761
2,2,32000.0,0.002935543761
2,2,33000.0,0.002014978843
2,2,34000.0,0.002014978843
2,2,35000.0,0.002014978843
2,2,36000.0,
2,2,37000.0,0.003235532385
2,2,38000.0,0.003235532385
2,2,39000.0,0.003235532385
2,2,40000.0,
2,2,41000.0,
2,2,42000.0,0.002456899
2,2,43000.0,0.002456899
2,2,44000.0,0.002456899
2,2,45000.0,
2,2,46000.0,0.002578066044
2,2,47000.0,0.002578066044
2,2,48000.0,0.002578066044
2,2,49000.0,0.002479042773
2,2,50000.0,0.002479042773
2,4,5000.0,
2,4,6000.0,
2,4,7000.0,
2,4,8000.0,
2,4,9000.0,0.01489092166
2,4,10000.0,0.01489092166
2,4,11000.0,0.01489092166
2,4,12000.0,
2,4,13000.0,
2,4,14000.0,0.008405635989
2,4,15000.0,0.008405635989
2,4,16000.0,0.008405635989
2,4,17000.0,0.004672464278
2,4,18000.0,0.004672464278
2,4,19000.0,0.004672464278
2,4,20000.0,
2,4,21000.0,0.004437207383
2,4,22000.0,0.004437207383
2,4,23000.0,0.004437207383
2,4,24000.0,
2,4,25000.0,
2,4,26000.0,0.005969992771
2,4,27000.0,0.005969992771
2,4,28000.0,0.005969992771
2,4,29000.0,
2,4,30000.0,0.00527410969
2,4,31000.0,0.00527410969
2,4,32000.0,0.00527410969
2,4,33000.0,
2,4,34000.0,0.003199711662
2,4,35000.0,0.003199711662
2,4,36000.0,0.003199711662
2,4,37000.0,0.003038875854
2,4,38000.0,0.003038875854
2,4,39000.0,0.003038875854
2,4,40000.0,
2,4,41000.0,0.003038243775
2,4,42000.0,0.003038243775
2,4,43000.0,0.003038243775
2,4,44000.0,
2,4,45000.0,0.002677789078
2,4,46000.0,0.002677789078
2,4,47000.0,0.002677789078
2,4,48000.0,
2,4,49000.0,0.002217586329
2,4,50000.0,0.002217586329
2,5,5000.0,
2,5,6000.0,0.0
2,5,7000.0,0.0
2,5,8000.0,0.0
2,5,9000.0,
2,5,10000.0,0.0
2,5,11000.0,0.0
2,5,12000.0,0.0
2,5,13000.0,0.0
2,5,14000.0,0.0
2,5,15000.0,0.0
2,5,16000.0,
2,5,17000.0,
2,5,18000.0,0.0
2,5,19000.0,0.0
2,5,20000.0,0.0
2,5,21000.0,
2,5,22000.0,0.0
2,5,23000.0,0.0
2,5,24000.0,0.0
2,5,25000.0,
2,5,26000.0,0.0
2,5,27000.0,0.0
2,5,28000.0,0.0
2,5,29000.0,
2,5,30000.0,0.0
2,5,31000.0,0.0
2,5,32000.0,0.0
2,5,33000.0,
2,5,34000.0,0.0
2,5,35000.0,0.0
2,5,36000.0,0.0
2,5,37000.0,
2,5,38000.0,0.0
